skill,level,type,question,option_a,option_b,option_c,option_d,correct_answer,explanation
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the rowspan in td?",rowspan,rowspan,span,merge,rowspan,"The rowspan attribute defines the number of rows a cell should span."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the headers in td?",headers,head,cells,references,headers,"The headers attribute specifies one or more header cells a cell is related to."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the scope in th?",scope,range,area,extent,scope,"The scope attribute specifies whether a header cell is for a column, row, or group."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the abbr in th?",abbr,abbreviation,short,summary,abbr,"The abbr attribute specifies an abbreviated version of the content in a header cell."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the sorted in th?",sorted,sort,order,arrange,sorted,"The sorted attribute indicates that the table is sorted by this column."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in table?",align,alignment,position,place,align,"The align attribute specifies the alignment of a table."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the bgcolor in table?",bgcolor,background,color,backcolor,bgcolor,"The bgcolor attribute specifies the background color of a table."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the border in table?",border,frame,outline,edge,border,"The border attribute specifies whether the table cells should have borders."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the cellpadding in table?",cellpadding,padding,space,inner,cellpadding,"The cellpadding attribute specifies the space between the cell wall and content."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the cellspacing in table?",cellspacing,spacing,margin,outer,cellspacing,"The cellspacing attribute specifies the space between cells."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the frame in table?",frame,border,outline,edge,frame,"The frame attribute specifies which parts of the outside borders are visible."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the rules in table?",rules,lines,borders,grid,rules,"The rules attribute specifies which parts of the inside borders are visible."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the summary in table?",summary,description,caption,title,summary,"The summary attribute specifies a summary of the content of a table."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the width in table?",width,w,size,length,width,"The width attribute specifies the width of a table."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the height in table?",height,h,size,depth,height,"The height attribute specifies the height of a table."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in img?",align,alignment,position,place,align,"The align attribute specifies the alignment of an image."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the border in img?",border,frame,outline,edge,border,"The border attribute specifies the width of the border around an image."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the hspace in img?",hspace,horizontalspace,hmargin,horizontal,hspace,"The hspace attribute specifies the whitespace on left and right sides of an image."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the vspace in img?",vspace,verticalspace,vmargin,vertical,vspace,"The vspace attribute specifies the whitespace on top and bottom of an image."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the longdesc in img?",longdesc,description,desc,text,longdesc,"The longdesc attribute specifies a URL to a detailed description of an image."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the name in img?",name,id,identifier,title,name,"The name attribute specifies a name for an image."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the lowsrc in img?",lowsrc,lowres,src,source,lowsrc,"The lowsrc attribute specifies a URL to a low-resolution version of an image."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in iframe?",align,alignment,position,place,align,"The align attribute specifies the alignment of an iframe."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the frameborder in iframe?",frameborder,border,frame,outline,frameborder,"The frameborder attribute specifies whether to display a border around an iframe."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the marginheight in iframe?",marginheight,mheight,topbottom,margintb,marginheight,"The marginheight attribute specifies the top and bottom margins of an iframe."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the marginwidth in iframe?",marginwidth,mwidth,leftright,marginlr,marginwidth,"The marginwidth attribute specifies the left and right margins of an iframe."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the scrolling in iframe?",scrolling,scroll,bar,scrollbar,scrolling,"The scrolling attribute specifies whether to display scrollbars in an iframe."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in object?",align,alignment,position,place,align,"The align attribute specifies the alignment of an object."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the border in object?",border,frame,outline,edge,border,"The border attribute specifies the width of the border around an object."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the codebase in object?",codebase,base,source,root,codebase,"The codebase attribute specifies the base path used to resolve relative URIs."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the codetype in object?",codetype,codetype,type,format,codetype,"The codetype attribute specifies the content type of data."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the declare in object?",declare,declaration,define,statement,declare,"The declare attribute specifies that the object should be declared only."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the standby in object?",standby,wait,loading,ready,standby,"The standby attribute specifies a message to display while the object loads."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the usemap in object?",usemap,map,imagemap,areamap,usemap,"The usemap attribute specifies an image as a client-side image map."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in embed?",align,alignment,position,place,align,"The align attribute specifies the alignment of an embed."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the hspace in embed?",hspace,horizontalspace,hmargin,horizontal,hspace,"The hspace attribute specifies the whitespace on left and right sides of an embed."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the vspace in embed?",vspace,verticalspace,vmargin,vertical,vspace,"The vspace attribute specifies the whitespace on top and bottom of an embed."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the name in embed?",name,id,identifier,title,name,"The name attribute specifies a name for an embed."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the src in embed?",src,source,file,data,src,"The src attribute specifies the address of the external file to embed."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the type in embed?",type,format,kind,category,type,"The type attribute specifies the MIME type of the embedded content."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the height in embed?",height,h,size,depth,height,"The height attribute specifies the height of the embedded content."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the width in embed?",width,w,size,length,width,"The width attribute specifies the width of the embedded content."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in applet?",align,alignment,position,place,align,"The align attribute specifies the alignment of an applet."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the alt in applet?",alt,alternative,text,description,alt,"The alt attribute specifies alternative text for an applet."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the archive in applet?",archive,file,storage,collection,archive,"The archive attribute specifies a comma-separated list of archives."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the code in applet?",code,source,file,program,code,"The code attribute specifies the file name of an applet."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the codebase in applet?",codebase,base,source,root,codebase,"The codebase attribute specifies the base URL for the applet."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the hspace in applet?",hspace,horizontalspace,hmargin,horizontal,hspace,"The hspace attribute specifies the whitespace on left and right sides of an applet."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the vspace in applet?",vspace,verticalspace,vmargin,vertical,vspace,"The vspace attribute specifies the whitespace on top and bottom of an applet."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the name in applet?",name,id,identifier,title,name,"The name attribute specifies a name for an applet."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the object in applet?",object,obj,file,data,object,"The object attribute specifies the name of a resource."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in hr?",align,alignment,position,place,align,"The align attribute specifies the alignment of a horizontal rule."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the color in hr?",color,colour,linecolor,stroke,color,"The color attribute specifies the color of a horizontal rule."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the noshade in hr?",noshade,noshadow,flat,solid,noshade,"The noshade attribute specifies that a horizontal rule should render in one color."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the size in hr?",size,height,thickness,width,size,"The size attribute specifies the height of a horizontal rule."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the width in hr?",width,w,length,size,width,"The width attribute specifies the width of a horizontal rule."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in div?",align,alignment,position,place,align,"The align attribute specifies the alignment of the content inside a div."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the nowrap in div?",nowrap,nowhitespace,nobreak,inline,nowrap,"The nowrap attribute specifies that the content inside a div should not wrap."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in h1-h6?",align,alignment,position,place,align,"The align attribute specifies the alignment of the text inside a heading."
HTML,BASIC,Multiple Choice,"Which HTML attribute defines the align in p?",align,alignment,position,place,align,"The align attribute specifies the alignment of the text inside a paragraph."
